program_status_id,program_status,student_id,course_id,course_grade,course_points,semester
5619,Transferred,9649,16,,0,2010-2
5620,Transferred,9649,27,,9,2012-1
5621,Transferred,9649,30,,0,2008-2
5622,Transferred,9649,24,,3,2008-2
5623,Transferred,9649,44,,0,2009-1
5624,Transferred,9649,2,,4.5,2011-1
5625,Transferred,9649,10,,4.5,2012-2
5626,Transferred,9649,22,,3,2013-1
5627,Transferred,9649,58,,0,2008-1
5628,Transferred,9649,50,,9,2008-1
5629,Transferred,9649,48,,0,2008-2
5630,Transferred,9649,18,,4.5,2011-1
5631,Transferred,9649,16,,4.5,2012-2
5632,Transferred,9649,4,,0,2012-3
5633,Transferred,9649,45,,0,2008-2
5634,Transferred,9649,28,,0,2009-1
5635,Transferred,9649,15,,6,2010-2
5636,Transferred,9649,14,,7.5,2012-2
5637,Transferred,9649,127,,7.5,2008-1
5638,Transferred,9649,31,,0,2009-2
5639,Transferred,9649,24,,6,2009-2
5640,Transferred,9649,23,,0,2010-1
5641,Transferred,9649,18,,0,2010-1
5642,Transferred,9649,26,,7.5,2012-3
5643,Transferred,9649,23,,6,2013-1
5644,Graduated,9683,30,,6,2007-2
5645,Graduated,9683,28,,11.25,2008-1
5646,Graduated,9683,48,,6,2008-1
5647,Graduated,9683,24,,0,2008-2
5648,Graduated,9683,13,,7.5,2010-1
5649,Graduated,9683,20,,9,2010-2
5650,Graduated,9683,16,,6,2008-2
5651,Graduated,9683,37,,7.5,2008-2
5652,Graduated,9683,44,,7.5,2009-1
5653,Graduated,9683,23,,10.5,2010-1
5654,Graduated,9683,17,,6,2010-2
5655,Graduated,9683,21,,9,2007-2
5656,Graduated,9683,24,,,2008-1
5657,Graduated,9683,46,,9,2008-1
5658,Graduated,9683,140,,0,2008-2
5659,Graduated,9683,13,,0,2008-2
5660,Graduated,9683,31,,10.5,2008-2
5661,Graduated,9683,23,,0,2009-1
5662,Graduated,9683,18,,6,2009-1
5663,Graduated,9683,58,,0,2007-2
5664,Graduated,9683,50,,7.5,2007-2
5665,Graduated,9683,45,,10.5,2007-2
5666,Graduated,9683,44,,0,2008-1
5667,Graduated,9683,12,,4,2010-1
5668,Graduated,9683,2,,12,2010-1
5669,Graduated,9683,40,,10.5,2010-2
5670,Graduated,9683,1,,9,2010-2
5671,Graduated,9683,5,,9,2011-1
5672,Graduated,9683,43,,2,2008-1
5673,Graduated,9683,15,,9,2008-1
5674,Graduated,9683,48,,7.5,2008-2
5675,Graduated,9683,24,,0,2009-1
5676,Graduated,9683,24,,12,2010-1
5677,Graduated,9683,46,,0,2007-2
5678,Graduated,9683,8,,10.5,2010-2
5679,Graduated,9683,7,,9,2010-2
5680,Graduated,9719,48,,0,2008-1
5681,Graduated,9719,16,,3,2008-2
5682,Graduated,9719,37,,7.5,2008-2
5683,Graduated,9719,1,,7.5,2008-2
5684,Graduated,9719,48,,6,2008-2
5685,Graduated,9719,16,,10.5,2008-3
5686,Graduated,9719,17,,3,2008-3
5687,Graduated,9719,5,,0,2009-1
5688,Graduated,9719,5,,7.5,2010-1
5689,Graduated,9719,50,,4.5,2010-2
5690,Graduated,9719,50,,10.5,2011-2
5691,Graduated,9719,109,,10.5,2008-1
5692,Graduated,9719,108,,0,2008-2
5693,Graduated,9719,8,,6,2010-2
5694,Graduated,9719,40,,0,2010-2
5695,Graduated,9719,40,,6,2011-2
5696,Graduated,9719,24,,10.5,2008-1
5697,Graduated,9719,103,,9,2008-1
5698,Graduated,9719,17,,0,2008-2
5699,Graduated,9719,18,,3,2009-1
5700,Graduated,9719,2,,10.5,2010-1
5701,Graduated,9719,7,,7.5,2010-2
5702,Graduated,9719,17,,6,2010-2
5703,Graduated,9719,28,,11.25,2008-1
5704,Graduated,9719,23,,0,2009-1
5705,Graduated,9719,31,,9,2009-1
5706,Graduated,9719,18,,10.5,2010-1
5707,Graduated,9719,44,,6,2008-1
5708,Graduated,9719,15,,9,2009-1
5709,Graduated,9719,50,,3,2008-1
5710,Graduated,9719,23,,9,2010-1
5711,Graduated,9719,20,,10.5,2010-2
5712,Terminated,9751,17,,0,0000-1
5713,Terminated,9751,10,,0,0000-1
5714,Terminated,9751,40,,0,0000-1
5715,Terminated,9751,24,,0,0000-1
5716,Terminated,9751,1,,0,0000-1
5717,Terminated,9751,4,,0,0000-1
5718,Terminated,9751,27,,0,0000-1
5719,Terminated,9751,20,,0,0000-1
5720,Terminated,9751,3,,0,0000-1
5721,Terminated,9760,13,,7.5,2007-2
5722,Terminated,9760,43,,3,2007-2
5723,Terminated,9760,28,,6,2007-2
5724,Terminated,9760,45,,10.5,2007-2
5725,Dropped,9764,50,,0,2007-2
5726,Dropped,9764,54,,0,2007-2
5727,Dropped,9764,24,,6,2008-1
5728,Dropped,9764,30,,0,2007-2
5729,Dropped,9764,45,,9,2007-2
5730,Dropped,9764,50,,0,2008-1
5731,Dropped,9764,54,,0,2008-1
5732,Dropped,9764,24,,0,2007-2
5733,Dropped,9772,45,,9,2007-2
5734,Dropped,9772,30,,10.5,2007-2
5735,Dropped,9772,109,,9,2007-2
5736,Dropped,9772,48,,11.25,2007-2
5737,Dropped,9772,127,,12,2007-2
5738,Dropped,9772,43,,3.75,2007-2
5739,Dropped,9772,50,,0,2007-2
5740,Transferred,9779,24,,6,2007-2
5741,Transferred,9779,48,,9,2007-3
5742,Transferred,9779,15,,0,2008-1
5743,Transferred,9779,44,,0,2008-1
5744,Transferred,9779,46,,0,2007-2
5745,Transferred,9779,43,,2.5,2008-1
5746,Transferred,9779,127,,9,2007-2
5747,Transferred,9779,1,,7.5,2008-1
5748,Transferred,9779,45,,6,2008-1
5749,Transferred,9779,30,,9,2007-2
5750,Transferred,9779,46,,0,2008-1
5751,Transferred,9779,28,,0,2008-1
5752,Graduated,9791,16,,4.5,2012-2
5753,Graduated,9791,2,,9,2013-1
5754,Graduated,9791,3,,10.5,2012-1
5755,Graduated,9791,26,,12,2012-2
5756,Graduated,9791,38,,6,2012-2
5757,Graduated,9791,19,,7.5,2013-1
5758,Graduated,9791,40,,3,2013-2
5759,Graduated,9791,24,,0,2009-1
5760,Graduated,9791,30,,0,2009-1
5761,Graduated,9791,45,,7.5,2009-1
5762,Graduated,9791,24,,7.5,2012-2
5763,Graduated,9791,23,,6,2013-1
5764,Graduated,9791,97,,12,2013-1
5765,Graduated,9791,16,,7.5,2013-2
5766,Graduated,9791,46,,3,2009-1
5767,Graduated,9791,12,,4,2011-2
5768,Graduated,9791,27,,10.5,2012-1
5769,Graduated,9791,4,,9,2012-1
5770,Graduated,9791,5,,9,2012-1
5771,Graduated,9791,44,,6,2009-1
5772,Graduated,9791,15,,11.25,2011-2
5773,Graduated,9791,1,,9,2011-2
5774,Graduated,9791,14,,12,2012-2
5775,Graduated,9791,18,,9,2013-1
5776,Graduated,9791,8,,6,2013-2
5777,Graduated,9791,7,,7.5,2013-2
5778,Graduated,9791,50,,10.5,2009-1
5779,Graduated,9791,17,,10.5,2011-2
5780,Graduated,9791,13,,7.5,2011-2
5781,Graduated,9791,22,,6,2013-1
5782,Graduated,9791,20,,10.5,2013-2
5783,Transferred,9822,58,,0,2008-1
5784,Transferred,9822,44,,0,2008-1
5785,Transferred,9822,50,,6,2008-1
5786,Transferred,9822,28,,0,2008-1
5787,Transferred,9822,43,,2.5,2008-1
5788,Transferred,9822,46,,0,2008-1
5789,Terminated,9828,50,,3,2007-2
5790,Terminated,9828,57,,0,2007-2
5791,Terminated,9828,127,,0,2007-2
5792,Terminated,9828,58,,0,2007-2
5793,Terminated,9828,43,,0,2007-2
5794,Terminated,9828,30,,0,2007-2
5795,Terminated,9834,26,,7.5,2012-2
5796,Terminated,9834,97,,7.5,2012-2
5797,Terminated,9834,50,,9,2012-2
5798,Terminated,9834,14,,11.25,2012-2
5799,Dropped,9838,50,,12,2010-1
5800,Dropped,9838,15,,7.5,2010-2
5801,Dropped,9838,1,,11.25,2010-2
5802,Dropped,9838,17,,7.5,2010-2
5803,Dropped,9838,24,,11.25,2010-1
5804,Dropped,9838,4,,6,2010-1
5805,Dropped,9838,27,,7.5,2010-1
5806,Dropped,9838,3,,7.5,2010-1
5807,Dropped,9838,13,,10.5,2010-2
5808,Dropped,9838,196,,7.5,2010-1
5809,Dropped,9838,26,,9,2010-2
5810,Dropped,9838,12,,4,2010-2
5811,Dropped,9838,16,,0,2010-2
5812,Graduated,9851,97,,7.5,2011-1
5813,Graduated,9851,16,,6,2011-2
5814,Graduated,9851,40,,10.5,2011-2
5815,Graduated,9851,45,,11.25,2009-2
5816,Graduated,9851,3,,10.5,2010-1
5817,Graduated,9851,22,,10.5,2012-1
5818,Graduated,9851,20,,10.5,2012-2
5819,Graduated,9851,15,,11.25,2009-2
5820,Graduated,9851,24,,10.5,2009-2
5821,Graduated,9851,18,,10.5,2010-1
5822,Graduated,9851,1,,9,2010-1
5823,Graduated,9851,2,,10.5,2012-1
5824,Graduated,9851,50,,11.25,2009-2
5825,Graduated,9851,13,,10.5,2010-2
5826,Graduated,9851,19,,12,2011-1
5827,Graduated,9851,8,,7.5,2012-2
5828,Graduated,9851,14,,12,2010-2
5829,Graduated,9851,17,,12,2010-2
5830,Graduated,9851,4,,9,2010-1
5831,Graduated,9851,10,,11.25,2010-2
5832,Graduated,9851,27,,9,2011-1
5833,Graduated,9851,5,,9,2011-1
5834,Graduated,9851,12,,4,2011-2
5835,Graduated,9851,23,,9,2012-1
5836,Graduated,9851,7,,4.5,2012-2
5837,Terminated,9876,24,,7.5,2008-1
5838,Terminated,9876,1,,0,2008-2
5839,Terminated,9876,38,,4.5,2008-2
5840,Terminated,9876,50,,7.5,2008-1
5841,Terminated,9876,46,,0,2008-1
5842,Terminated,9876,136,,10.5,2008-2
5843,Terminated,9876,44,,0,2008-1
5844,Terminated,9876,160,,0,2008-2
5845,Terminated,9876,28,,0,2008-1
5846,Terminated,9876,124,,0,2007-3
5847,Terminated,9876,43,,2.5,2008-1
5848,Terminated,9876,54,,0,2008-2
5849,Graduated,9888,50,,10.5,2008-1
5850,Graduated,9888,28,,7.5,2008-1
5851,Graduated,9888,1,,10.5,2008-3
5852,Graduated,9888,17,,11.25,2008-3
5853,Graduated,9888,23,,9,2009-1
5854,Graduated,9888,40,,10.5,2009-2
5855,Graduated,9888,43,,3.5,2008-1
5856,Graduated,9888,44,,7.5,2008-1
5857,Graduated,9888,37,,9,2008-2
5858,Graduated,9888,17,,6,2008-2
5859,Graduated,9888,46,,12,2008-1
5860,Graduated,9888,1,,7.5,2008-2
5861,Graduated,9888,31,,9,2009-1
5862,Graduated,9888,47,,10.5,2009-2
5863,Graduated,9888,140,,,2008-2
5864,Graduated,9888,15,,12,2008-3
5865,Graduated,9888,127,,11.25,2008-3
5866,Graduated,9888,30,,9,2009-1
5867,Graduated,9888,5,,9,2009-1
5868,Graduated,9888,41,,9,2009-2
5869,Graduated,9888,20,,11.25,2009-2
5870,Graduated,9888,24,,9,2008-1
5871,Graduated,9888,16,,9,2008-2
5872,Graduated,9888,45,,9,2008-2
5873,Graduated,9888,13,,11.25,2008-2
5874,Graduated,9888,18,,6,2009-1
5875,Graduated,9888,48,,9,2009-1
5876,Graduated,9888,8,,11.25,2009-2
5877,Dropped,9916,22,,0,0000-1
5878,Dropped,9916,40,,0,0000-1
5879,Dropped,9916,97,,7.5,2014-2
5880,Dropped,9916,4,,4.5,2015-1
5881,Dropped,9916,16,,0,2015-2
5882,Dropped,9916,25,,0,0000-1
5883,Dropped,9916,17,,0,2015-2
5884,Dropped,9916,13,,0,2015-2
5885,Dropped,9916,27,,0,0000-1
5886,Dropped,9916,2,,6,2014-1
5887,Dropped,9916,4,,0,2014-1
5888,Dropped,9916,15,,0,2015-2
5889,Dropped,9916,19,,0,0000-1
5890,Dropped,9916,3,,0,0000-1
5891,Dropped,9916,26,,0,0000-1
5892,Dropped,9916,11,,10.5,2015-1
5893,Dropped,9916,18,,0,0000-1
5894,Dropped,9916,24,,0,0000-1
5895,Dropped,9916,1,,0,0000-1
5896,Dropped,9916,10,,4.5,2014-2
5897,Dropped,9916,11,,0,2014-1
5898,Dropped,9916,16,,0,2014-2
5899,Dropped,9916,10,,9,2015-1
5900,Terminated,9939,28,,0,2008-1
5901,Terminated,9939,50,,0,2008-1
5902,Terminated,9939,54,,6,2008-1
5903,Terminated,9942,50,,0,2008-2
5904,Terminated,9942,50,,11.25,2009-1
5905,Terminated,9942,26,,4.5,2010-1
5906,Terminated,9942,22,,7.5,2017-1
5907,Terminated,9942,24,,0,2008-2
5908,Terminated,9942,27,,0,2010-1
5909,Terminated,9942,46,,0,2008-2
5910,Terminated,9942,30,,0,2009-1
5911,Terminated,9942,46,,0,2009-1
5912,Terminated,9942,1,,0,2010-1
5913,Terminated,9942,14,,10.5,2016-2
5914,Terminated,9942,48,,6,2009-2
5915,Terminated,9942,3,,0,2011-1
5916,Terminated,9942,1,,6,2011-1
5917,Terminated,9942,43,,3,2008-2
5918,Terminated,9942,45,,0,2008-2
5919,Terminated,9942,24,,6,2009-1
5920,Terminated,9942,46,,0,2009-2
5921,Terminated,9942,14,,4.5,2010-1
5922,Terminated,9942,3,,0,2010-1
5923,Terminated,9942,27,,7.5,2011-1
5924,Terminated,9942,26,,3,2016-2
5925,Terminated,9942,18,,10.5,2017-1
5926,Terminated,9965,50,,11.25,2008-1
5927,Terminated,9965,28,,4.5,2008-1
5928,Terminated,9965,44,,0,2008-1
5929,Terminated,9965,24,,7.5,2008-1
5930,Terminated,9965,58,,0,2007-3
5931,Graduated,9970,44,,6,2008-1
5932,Graduated,9970,21,,7.5,2008-1
5933,Graduated,9970,16,,6,2008-2
5934,Graduated,9970,37,,9,2008-2
5935,Graduated,9970,1,,6,2008-2
5936,Graduated,9970,15,,9,2009-1
5937,Graduated,9970,31,,7.5,2009-2
5938,Graduated,9970,40,,6,2009-2
5939,Graduated,9970,12,,3,2010-1
5940,Graduated,9970,5,,10.5,2011-1
5941,Graduated,9970,24,,6,2008-1
5942,Graduated,9970,48,,7.5,2009-1
5943,Graduated,9970,41,,10.5,2009-2
5944,Graduated,9970,28,,10.5,2008-1
5945,Graduated,9970,13,,9,2010-2
5946,Graduated,9970,5,,3,2010-3
5947,Graduated,9970,17,,0,2008-2
5948,Graduated,9970,18,,6,2009-1
5949,Graduated,9970,30,,6,2009-1
5950,Graduated,9970,47,,4.5,2009-2
5951,Graduated,9970,13,,0,2010-1
5952,Graduated,9970,50,,7.5,2008-1
5953,Graduated,9970,46,,6,2008-1
5954,Graduated,9970,45,,9,2008-2
5955,Graduated,9970,2,,11.25,2010-1
5956,Graduated,9970,38,,3,2010-2
5957,Graduated,9970,38,,9,2011-1
5958,Graduated,9970,23,,9,2009-1
5959,Graduated,9970,8,,10.5,2009-2
5960,Graduated,9970,20,,11.25,2009-2
5961,Graduated,9970,17,,7.5,2010-2
5962,Terminated,10001,14,,7.5,2011-2
5963,Terminated,10001,54,,0,2010-1
5964,Terminated,10001,38,,0,2011-2
5965,Transferred,10004,58,,0,2007-3
5966,Transferred,10004,46,,0,2008-1
5967,Transferred,10004,24,,6,2008-2
5968,Transferred,10004,44,,6,2008-1
5969,Transferred,10004,24,,0,2008-1
5970,Transferred,10004,28,,0,2008-1
5971,Transferred,10004,43,,0,2008-2
5972,Transferred,10004,45,,6,2008-2
5973,Transferred,10004,50,,4.5,2008-1
5974,Transferred,10013,43,,4,2008-1
5975,Transferred,10013,124,,0,2007-3
5976,Transferred,10013,24,,0,2008-1
5977,Transferred,10013,54,,9,2008-1
5978,Transferred,10013,58,,0,2007-3
5979,Dropped,10018,1,,0,2008-2
5980,Dropped,10018,45,,0,2008-2
5981,Dropped,10018,10,,0,2010-2
5982,Dropped,10018,24,,11.25,2008-1
5983,Dropped,10018,28,,0,2008-1
5984,Dropped,10018,30,,7.5,2008-2
5985,Dropped,10018,197,,9,2011-1
5986,Dropped,10018,198,,3,2011-1
5987,Dropped,10018,43,,0,2008-1
5988,Dropped,10018,50,,10.5,2008-1
5989,Dropped,10018,1,,6,2010-1
5990,Dropped,10018,38,,0,2010-2
5991,Dropped,10018,43,,0,2008-2
5992,Dropped,10018,46,,0,2008-2
5993,Dropped,10018,196,,6,2011-1
5994,Dropped,10018,44,,,2008-1
5995,Transferred,10034,50,,9,2008-1
5996,Transferred,10034,28,,0,2008-1
5997,Transferred,10034,53,,0,2009-2
5998,Transferred,10034,199,,6,2010-2
5999,Transferred,10034,150,,9,2011-2
6000,Transferred,10034,94,,0,0000-1
6001,Transferred,10034,48,,6,2008-2
6002,Transferred,10034,52,,0,2009-2
6003,Transferred,10034,201,,9,2010-2
6004,Transferred,10034,178,,11.25,2011-1
6005,Transferred,10034,202,,9,2011-1
6006,Transferred,10034,163,,7.5,2011-2
6007,Transferred,10034,97,,0,0000-1
6008,Transferred,10034,45,,3,2008-2
6009,Transferred,10034,148,,0,2009-2
6010,Transferred,10034,188,,3,2010-1
6011,Transferred,10034,1,,6,2010-1
6012,Transferred,10034,38,,7.5,2011-1
6013,Transferred,10034,148,,6,2012-1
6014,Transferred,10034,156,,11.25,2012-1
6015,Transferred,10034,43,,3.75,2008-1
6016,Transferred,10034,46,,0,2008-1
6017,Transferred,10034,54,,0,2008-2
6018,Transferred,10034,90,,9,2009-1
6019,Transferred,10034,15,,0,2009-2
6020,Transferred,10034,55,,10.5,2010-1
6021,Transferred,10034,204,,3,2010-2
6022,Transferred,10034,10,,7.5,2011-2
6023,Transferred,10034,97,,0,0000-1
6024,Transferred,10034,24,,9,2008-1
6025,Transferred,10034,1,,4.5,2008-2
6026,Transferred,10034,45,,7.5,2009-1
6027,Transferred,10034,54,,7.5,2010-1
6028,Transferred,10034,113,,7.5,2012-1
6029,Transferred,10034,94,,0,0000-1
6030,Transferred,10034,44,,3,2008-1
6031,Transferred,10034,30,,9,2008-2
6032,Transferred,10034,1,,3,2009-1
6033,Transferred,10034,186,,0,2009-2
6034,Transferred,10034,93,,6,2009-2
6035,Terminated,10074,50,,0,2009-1
6036,Terminated,10074,175,,,2009-2
6037,Terminated,10074,119,,0,2009-2
6038,Terminated,10074,30,,0,2009-2
6039,Terminated,10074,52,,4.5,2009-2
6040,Terminated,10074,48,,4.5,2009-1
6041,Terminated,10074,45,,0,2009-2
6042,Terminated,10074,44,,0,2009-1
6043,Terminated,10074,28,,0,2009-1
6044,Terminated,10074,24,,0,2009-1
6045,Terminated,10074,46,,0,2009-1
6046,Terminated,10074,50,,7.5,2009-2
6047,Graduated,10086,24,,6,2008-1
6048,Graduated,10086,5,,6,2009-1
6049,Graduated,10086,47,,9,2009-2
6050,Graduated,10086,41,,9,2009-2
6051,Graduated,10086,50,,11.25,2008-1
6052,Graduated,10086,16,,0,2008-2
6053,Graduated,10086,45,,9,2009-1
6054,Graduated,10086,31,,9,2009-2
6055,Graduated,10086,40,,11.25,2009-2
6056,Graduated,10086,46,,3,2008-1
6057,Graduated,10086,37,,4.5,2008-2
6058,Graduated,10086,37,,9,2009-1
6059,Graduated,10086,48,,6,2008-1
6060,Graduated,10086,140,,,2008-2
6061,Graduated,10086,17,,0,2008-2
6062,Graduated,10086,20,,11.25,2009-2
6063,Graduated,10086,44,,9,2008-1
6064,Graduated,10086,23,,3,2009-1
6065,Graduated,10086,15,,10.5,2009-1
6066,Graduated,10086,8,,10.5,2009-2
6067,Graduated,10086,28,,10.5,2008-1
6068,Graduated,10086,30,,6,2008-1
6069,Graduated,10086,1,,3,2008-2
6070,Graduated,10086,13,,7.5,2008-2
6071,Graduated,10086,16,,10.5,2008-3
6072,Graduated,10086,17,,11.25,2008-3
6073,Graduated,10086,18,,4.5,2009-1
6074,Graduated,10086,127,,10.5,2009-2
6075,Terminated,10114,3,,3,2010-1
6076,Terminated,10114,4,,3,2010-1
6077,Terminated,10114,3,,0,2011-1
6078,Terminated,10114,4,,0,2012-1
6079,Terminated,10114,1,,0,2012-2
6080,Terminated,10114,46,,0,2008-1
6081,Terminated,10114,30,,6,2009-2
6082,Terminated,10114,127,,0,2008-2
6083,Terminated,10114,44,,0,2009-1
6084,Terminated,10114,127,,11.25,2009-1
6085,Terminated,10114,50,,9,2009-2
6086,Terminated,10114,48,,0,2009-2
6087,Terminated,10114,1,,0,2010-2
6088,Terminated,10114,27,,9,2012-1
6089,Terminated,10114,10,,4.5,2012-2
6090,Terminated,10114,28,,0,2009-1
6091,Terminated,10114,4,,,2011-1
6092,Terminated,10114,28,,0,2008-1
6093,Terminated,10114,50,,0,2008-1
6094,Terminated,10114,43,,2.5,2008-2
6095,Terminated,10114,48,,0,2008-2
6096,Terminated,10114,38,,7.5,2010-2
6097,Terminated,10114,27,,3,2011-1
6098,Terminated,10114,3,,0,2012-1
6099,Terminated,10114,30,,0,2008-1
6100,Terminated,10114,24,,0,2008-2
6101,Terminated,10114,46,,0,2009-1
6102,Terminated,10114,45,,6,2009-1
6103,Terminated,10114,24,,0,2009-2
6104,Terminated,10114,24,,6,2010-1
6105,Terminated,10114,10,,3,2010-2
6106,Dropped,10145,127,,0,2008-1
6107,Dropped,10145,43,,0,2008-1
6108,Dropped,10145,127,,12,2008-2
6109,Dropped,10145,58,,0,2008-1
6110,Dropped,10145,28,,0,2008-1
6111,Dropped,10145,44,,0,2008-1
6112,Dropped,10145,58,,0,2008-2
6113,Dropped,10145,46,,0,2008-1
6114,Dropped,10145,50,,3,2008-2
6115,Dropped,10145,124,,0,2008-2
6116,Dropped,10145,43,,2,2008-2
6117,Transferred,10156,133,,9,2011-2
6118,Transferred,10156,23,,10.5,2012-1
6119,Transferred,10156,3,,7.5,2012-1
6120,Transferred,10156,7,,6,2012-2
6121,Transferred,10156,40,,10.5,2012-2
6122,Transferred,10156,206,,9,2012-3
6123,Transferred,10156,207,,10.5,2011-2
6124,Transferred,10156,38,,9,2011-2
6125,Transferred,10156,2,,9,2012-1
6126,Transferred,10156,178,,7.5,2012-2
6127,Transferred,10156,22,,9,2012-1
6128,Transferred,10156,4,,7.5,2012-1
6129,Transferred,10156,19,,7.5,2012-1
6130,Transferred,10156,8,,6,2012-2
6131,Transferred,10156,208,,10.5,2012-3
6132,Transferred,10156,209,,10.5,2011-2
6133,Transferred,10156,17,,10.5,2012-2
6134,Transferred,10173,124,,0,2008-1
6135,Transferred,10173,24,,7.5,2008-1
6136,Transferred,10173,43,,0,2008-2
6137,Transferred,10173,37,,0,2008-2
6138,Transferred,10173,1,,10.5,2008-2
6139,Transferred,10173,46,,0,2008-2
6140,Transferred,10173,50,,10.5,2008-1
6141,Transferred,10173,28,,4.5,2008-1
6142,Transferred,10173,44,,0,2008-1
6143,Graduated,10182,45,,9,2008-1
6144,Graduated,10182,37,,6,2008-2
6145,Graduated,10182,13,,12,2008-2
6146,Graduated,10182,18,,7.5,2009-1
6147,Graduated,10182,31,,10.5,2009-1
6148,Graduated,10182,5,,9,2009-1
6149,Graduated,10182,40,,10.5,2009-2
6150,Graduated,10182,50,,11.25,2008-1
6151,Graduated,10182,24,,10.5,2008-1
6152,Graduated,10182,44,,10.5,2008-1
6153,Graduated,10182,16,,10.5,2008-2
6154,Graduated,10182,1,,9,2008-2
6155,Graduated,10182,17,,10.5,2008-2
6156,Graduated,10182,48,,6,2008-2
6157,Graduated,10182,15,,12,2008-3
6158,Graduated,10182,30,,10.5,2008-3
6159,Graduated,10182,41,,11.25,2009-2
6160,Graduated,10182,43,,3.5,2008-1
6161,Graduated,10182,28,,11.25,2008-1
6162,Graduated,10182,23,,7.5,2009-1
6163,Graduated,10182,46,,10.5,2008-1
6164,Graduated,10182,140,,,2008-2
6165,Graduated,10182,8,,11.25,2009-2
6166,Graduated,10182,47,,11.25,2009-2
6167,Graduated,10182,103,,11.25,2008-2
6168,Graduated,10182,20,,11.25,2009-2
6169,Graduated,10208,43,,2.5,2008-1
6170,Graduated,10208,16,,12,2008-2
6171,Graduated,10208,31,,9,2009-1
6172,Graduated,10208,90,,10.5,2008-3
6173,Graduated,10208,48,,9,2008-3
6174,Graduated,10208,40,,11.25,2009-2
6175,Graduated,10208,21,,10.5,2008-1
6176,Graduated,10208,1,,6,2008-2
6177,Graduated,10208,45,,6,2008-2
6178,Graduated,10208,1,,7.5,2008-3
6179,Graduated,10208,18,,6,2009-1
6180,Graduated,10208,20,,11.25,2009-2
6181,Graduated,10208,153,,11.25,2009-2
6182,Graduated,10208,28,,11.25,2008-1
6183,Graduated,10208,46,,12,2008-1
6184,Graduated,10208,37,,7.5,2008-2
6185,Graduated,10208,13,,11.25,2008-2
6186,Graduated,10208,54,,11.25,2008-3
6187,Graduated,10208,5,,10.5,2009-1
6188,Graduated,10208,8,,10.5,2009-2
6189,Graduated,10208,47,,10.5,2009-2
6190,Graduated,10208,41,,10.5,2009-2
6191,Graduated,10208,50,,10.5,2008-1
6192,Graduated,10208,44,,10.5,2008-1
6193,Graduated,10208,17,,11.25,2008-2
6194,Graduated,10208,23,,12,2009-1
6195,Graduated,10208,130,,7.5,2009-1
6196,Graduated,10208,24,,9,2008-1
6197,Graduated,10208,140,,,2008-2
6198,Graduated,10208,15,,11.25,2008-3
6199,Graduated,10208,30,,9,2009-1
6200,Graduated,10239,28,,12,2008-1
6201,Graduated,10239,1,,10.5,2008-2
6202,Graduated,10239,140,,3.5,2009-1
6203,Graduated,10239,23,,12,2009-1
6204,Graduated,10239,103,,10.5,2009-2
6205,Graduated,10239,50,,12,2008-1
6206,Graduated,10239,41,,10.5,2009-2
6207,Graduated,10239,40,,12,2009-2
6208,Graduated,10239,44,,9,2008-1
6209,Graduated,10239,47,,11.25,2009-2
6210,Graduated,10239,20,,12,2009-2
6211,Graduated,10239,43,,3.5,2008-1
6212,Graduated,10239,16,,9,2008-2
6213,Graduated,10239,37,,10.5,2008-2
6214,Graduated,10239,15,,11.25,2009-1
6215,Graduated,10239,5,,10.5,2009-1
6216,Graduated,10239,8,,11.25,2009-2
6217,Graduated,10239,46,,6,2008-1
6218,Graduated,10239,45,,9,2008-2
6219,Graduated,10239,18,,10.5,2009-1
6220,Graduated,10239,30,,10.5,2009-1
6221,Graduated,10239,31,,10.5,2009-2
6222,Graduated,10239,24,,11.25,2008-1
6223,Graduated,10239,17,,3,2008-2
6224,Graduated,10239,17,,10.5,2008-3
6225,Graduated,10239,13,,7.5,2009-1
6226,Graduated,10239,48,,10.5,2009-1
6227,Terminated,10266,28,,0,2008-1
6228,Terminated,10266,30,,0,2008-1
6229,Terminated,10266,44,,0,2008-1
6230,Terminated,10266,24,,0,2008-2
6231,Terminated,10266,24,,0,2008-1
6232,Terminated,10266,46,,0,2008-1
6233,Terminated,10266,30,,0,2008-2
6234,Terminated,10266,54,,0,2008-2
6235,Terminated,10266,50,,0,2008-1
6236,Terminated,10275,15,,10.5,2008-1
6237,Terminated,10275,23,,0,2009-1
6238,Terminated,10275,127,,12,2008-1
6239,Terminated,10275,18,,0,2009-1
6240,Terminated,10275,44,,0,2009-1
6241,Terminated,10275,5,,0,2009-1
6242,Terminated,10275,43,,3,2008-1
6243,Terminated,10275,30,,9,2008-1
6244,Terminated,10275,37,,7.5,2008-2
6245,Terminated,10275,13,,11.25,2008-2
6246,Terminated,10275,44,,0,2008-1
6247,Terminated,10275,48,,3,2008-1
6248,Terminated,10275,140,,,2008-2
6249,Terminated,10275,45,,11.25,2008-2
6250,Terminated,10275,28,,7.5,2008-1
6251,Terminated,10275,16,,0,2008-2
6252,Terminated,10275,31,,10.5,2008-2
6253,Terminated,10275,17,,3,2008-2
6254,Terminated,10293,43,,2,2008-1
6255,Terminated,10293,28,,0,2008-1
6256,Terminated,10293,46,,0,2008-1
6257,Terminated,10293,1,,6,2008-2
6258,Terminated,10293,30,,4.5,2008-2
6259,Terminated,10293,45,,3,2008-1
6260,Terminated,10293,46,,0,2008-2
6261,Terminated,10293,48,,7.5,2008-2
